tweet	sentiment	description	lon	lat	date	number
i check my phone at least every minutes knowing that i have no notifications.	sadness	 unloved useless hopeless helpless broke 	-76.722581	34.724435	2014-10-01	2510
"i checked my phone like somebody texted me but i forgot, i'm ugly and i have no friends 😕"	sadness	 helpless unloved hopeless alone lonely 	-95.467972	29.522972	2014-09-06	2511
i chose to not build a pc i have no space for it so im getting a new phone	sadness	 unloved unhappy conflicted broke undecided 	-117.870609	33.996443	2014-09-25	2512
i closed my laptop screen and the dude was still going like allahu akbar!	anger	 bummed angry pissedoff pissed furious 	-79.918193	43.264314	2014-09-17	2513
i could be dying and my mom still wouldn't answer her phone..	sadness	 unloved neglected hopeless invisible broken ashamed 	-83.375659	42.412802	2014-09-03	2514
i could be laying in a ditch on my deaths bed and my boyfriend wouldn't answer his phone 👊	sadness	 unloved miserable invisible lonely hopeless 	-1.583885	55.183927	2014-09-03	2515
i could be on my death bed and my mom still wouldn't answer her phone	sadness	 unloved invisible neglected betrayed miserable 	-75.743979	39.785722	2014-09-05	2516
i could be so productive in this class if only i was allowed to use my computer.	sadness	 sadness regret upset lonely hopeless 	-86.521123	39.166181	2014-09-03	2517
i could compare two separate convos in my phone & they'd be exactly alike 😒	sadness	 trapped unwanted useless hopeless devastated ignored 	-81.281027	35.276643	2014-09-22	2518
i could either pay 175 to tmobile for a new phone or pay 90 to fix the glass screen :(	sadness	 undecided broke useless unhappy neglected 	-95.2771	29.67196	2014-09-06	2519
i could have just saved that money i used to fix my phone and bought the new iphone.	sadness	 ashamed regret useless broke devastated awful 	-83.39303	31.155132	2014-09-10	2520
i could imagine how my i phone would be if i didn't have a case on it	sadness	 unhappy unloved devastated helpless invisible 	-117.070708	32.670653	2014-09-09	2521
i could never have sex with anyone who stole my phone wtf 😂😂😂😂😂😂😂	anger	 pissedoff angry mad frustrated furious grumpy 	-76.854595	40.337437	2014-09-28	2522
i could punt ricky out the window i'm so fucking pissed with my computer	anger	 furious rage anger irritated pissedoff angry 	-93.231855	44.994067	2014-09-11	2523
i could rant right now but my phone is dying so i'll spare you the bullshit.	sadness	 ignored broke broken neglected depressed conflicted 	-72.220093	41.718454	2014-09-13	2524
i couldn't find my phone for 24hrs. the level of anxiety this caused me was bad. like really bad.	sadness	 ashamed upset embarrassed depressed unhappy broken 	-83.216923	42.671141	2014-09-08	2525
i cracked my phone screen so bad i had to put saran wrap over it... #ghetto ishhh	sadness	 helpless embarrassed broken broke depressed 	-84.004595	33.97947	2014-09-03	2526
i cry every time someone drops tier phone and the battery comes out 😂	sadness	 guilty hopeless embarrassed invisible ashamed crappy useless 	-95.329507	35.772206	2014-09-17	2527
"i currently have 4 countdowns on my phone, in 36 days they will all be over 😢"	sadness	 down helpless grief unloved useless unappreciated 	-2.208215	56.966146	2014-09-04	2528
i decided to make one of my phones a tablet and the other a purist phone. does that make sense?	sadness	 unloved useless awful helpless broke 	121.042285	14.529037	2014-09-06	2529
i definitely changed b's name in my phone to puppy daddy 😂 i crack myself up y'all	surprise	 distraction strange impressed surprise naughty 	-90.351663	38.732949	2014-09-20	2530
i deleted a bunch of my music and i still don't have any space on my phone i'm upset	sadness	 devastated ignored hopeless unloved unhappy 	-118.216873	33.835673	2014-09-18	2531
i deleted corey's account from my phone a loooong time ago & i still get the notifications 😒	sadness	 nostalgic ashamed devastated unhappy useless embarrassed broken broke regret 	-83.672771	32.57195	2014-09-25	2532
i deleted everything on my phone just to get the update and i still can't get it 😒👊	sadness	 challenged hopeless useless broken upset 	-97.390598	32.783483	2014-09-24	2533
"i deserveee , i deserveeee some text messages .. my phone dry as hell 😂"	sadness	 unloved lonely guilty broken sadness alone 	-121.332968	38.808158	2014-09-05	2534
"i did not mean to favorite your tweet, i dropped my phone on my face."	sadness	 devastated embarrassed upset sadness ashamed broken 	-88.003895	43.912124	2014-09-24	2535
i didn't even get enough sleep for my phone to fully charge. fml	sadness	 useless hopeless unwanted trapped upset 	-95.513362	29.867824	2014-09-20	2536
i didn't even notice my phone was on airplane mode....too soon? ✈️	sadness	 unloved hopeless sadness incomplete embarrassed depressed broken 	-75.796809	39.991491	2014-09-11	2537
i didn't get the chance to charge my phone really last night 😑	sadness	 regret useless hopeless embarrassed upset devastated 	-80.437181	35.536562	2014-09-18	2538
i didn't get u2's album on my phone and i actually like u2 😔	sadness	 embarrassed ashamed unloved incomplete useless sadness 	-63.659682	44.669967	2014-09-12	2539
i didn't know darkness until i was put in charge of answering the campaign phone.	sadness	 embarrassed unhappy regret ashamed broken 	-85.69114	32.470664	2014-09-15	2540
i didn't want no texts no calls from anybody today ✌️phone going off !	anger	 pissedoff irritated angry frustrated grumpy 	-88.735236	32.392344	2014-09-20	2541
i didnt hv a reli good zoom lense there n it tells there i clda jst zoom in n out instead of moving my camera sighs	sadness	 unwanted betrayed embarrassed unloved unhappy regret 	3.498127	6.622053	2014-09-17	2542
i didnt know my phone whistles when i get new tweets cost of have my phone on vibrate @cocoaassb_tch	sadness	 ashamed unloved upset useless embarrassed regret 	-114.966445	36.011742	2014-09-15	2543
i dislike texting so therefore i would rather talk on the phone with you 📞	sadness	 neglected lonely unloved upset ashamed 	-117.362064	34.417476	2014-09-24	2544
i do wish we had tables.  balancing my computer on my lap is less than ideal. #ncdevcon	sadness	 regret broke sadness miserable overwhelmed 	-78.678894	35.770509	2014-09-13	2545
"i don't always assault women, but when i do i make sure it's on camera in a public place"	sadness	 conflicted regret ashamed embarrassed helpless 	-87.320838	33.257397	2014-09-09	2546
"i don't always check my phone , but when i do i'll read your text & not reply ."	sadness	 upset alone helpless useless conflicted invisible 	-80.218792	25.883578	2014-09-05	2547
"i don't always drop my phone. but when i do, i do it twice on the same day. 👸"	sadness	 broke conflicted broken hopeless useless 	-79.506287	8.990244	2014-09-03	2548
"i don't always lose my phone...   but when i do, it's always on silent."	sadness	 broken conflicted alone unloved hopeless trapped 	-122.526445	48.192554	2014-09-10	2549
i don't be texting back but got the nerve to say my phone dry 😂😂😁	sadness	 embarrassed ashamed unloved ignored useless 	-80.651567	35.26155	2014-09-15	2550
i don't care how late it is i'm calling the house phone until someone tells me what it is	sadness	 unwanted unhappy unloved grief invisible awful 	-122.680506	45.508384	2014-09-16	2551
i don't even apologize for my drunk texts/phone calls/facetimes anymore.	sadness	 neglected useless ignored hopeless unloved unwanted 	-79.958685	39.64666	2014-09-12	2552
"i don't even be on twitter that much , but my phone do be dry .lol"	disgust	 terrible meh shame gross ugly challenged ignored pained sadness conflicted 	-122.268064	38.121625	2014-09-23	2553
i don't even get notifications on my phone anymore.. i need a new one.	sadness	 undecided unhappy depressed unwanted useless upset hopeless 	-87.981692	43.00183	2014-09-18	2554
i don't even know when the money for my phone contract gets taken out oh shit	sadness	 devastated hopeless upset ignored unloved 	-1.365707	50.965485	2014-09-23	2555
i don't even know why i have music on my phone anymore all i listen to is beyonce and jayz ..	disgust	 boredom terrible horrible numb defeated 	-116.914082	33.721963	2014-09-02	2556
i don't even know why the fuck did i install a horoscope app on my phone. it's absolute shit.	disgust	 dumb awful horrible terrible stupid 	77.598626	13.003064	2014-09-20	2557
i don't even let my grandmother take my phone away . what makes you think i'll let you take my phone away 😂😂😂😂😩😩😩😩	sadness	 unhappy broken hopeless miserable upset 	-72.673158	41.74737	2014-09-15	2558
i don't even like @u2 why the hell are they on my phone ugh im never going to be okay with this	anger	 furious offended angry irritated pissedoff aggravated 	-83.671734	41.083094	2014-09-12	2559
i don't even text/call no one i should just disconnect my phone 😒	sadness	 embarrassed hopeless regret upset useless 	-77.472706	38.773276	2014-09-07	2560
i don't even use my phone anymore not even to listen to music wut da fuck	anger	 grumpy angry pissedoff rage bummed mad 	-95.164201	29.710999	2014-09-12	2561
i don't even wanna go on my phone anymore bc it's cracked to shit it's so depressing	sadness	 trapped broke discouraged conflicted undecided unloved depressed hopeless 	-80.089092	42.129998	2014-09-08	2562
i don't even wanna talk... imma go out and leave my phone at home.	sadness	 alone conflicted lonely upset miserable 	4.912578	52.404839	2014-09-07	2563
i don't even want this ios7 update on my phone shhhhit. i want 6 back 😑💯	sadness	 ignored unhappy devastated useless hopeless 	-98.330037	34.59931	2014-09-17	2564
i don't get my phone back till i'm done w/ my math hw 😭 all hope is lost.	sadness	 upset broke hopeless overwhelmed helpless 	-122.559245	47.155462	2014-09-29	2565
i don't go through peoples' pictures on their phone because i was not raised in the jungle	disgust	 bitter disgusted ugly horrible gross 	-118.430092	33.984739	2014-09-01	2566
i don't have any messages on my phone but it's saying i have 23 unread??	sadness	 ignored unloved unwanted conflicted broken 	-75.316275	39.983664	2014-09-23	2567
"i don't have anything on my phone, but i don't like people going through my stuff."	sadness	 grief overwhelmed conflicted regret nostalgic 	103.634402	1.525009	2014-09-15	2568
i don't have enough storage to download ios8... literally deleted everything on my phone still don't have enough✌️😢	sadness	 neglected hopeless unloved broken miserable 	-73.797609	42.497741	2014-09-18	2569
i don't have to worry when i turn my phone on do not disturb bc i have no notifications anyway :-)	sadness	 unloved ignored hopeless ashamed miserable 	-96.533447	32.912422	2014-09-22	2570
i don't how people can stand having a case on their phone thats annoying af....	disgust	 disgusted ugly dumb gross disgust 	-81.348184	28.320843	2014-09-03	2571
i don't know how but i feel asleep on my laptop. now i have keyboard face.	sadness	 helpless challenged devastated miserable broken hopeless 	-98.442075	18.905371	2014-09-18	2572
i don't know if i wanna bigger phone or just get the iphone 6	anticipation	 undecided unsure curious desperate impatient 	-82.347802	34.864972	2014-09-08	2573
i don't know if my phone is sending and or receiving texts... well this is cool	fear	 unsure afraid anxious worried trust 	-85.119593	41.154771	2014-09-06	2574
i don't know it people just aren't getting my texts or if they're just not responding. need a new phone asap.	sadness	 undecided unhappy hopeless ignored useless 	-80.733954	35.311358	2014-09-24	2575
i don't know what's up with me being people phone wallpapers but okay.	sadness	 unhappy ignored neglected unloved broken 	-85.412159	40.197009	2014-09-08	2576
i don't know what's worse in college... having a broken phone or a broken lap top 😭	sadness	 broken useless overwhelmed undecided devastated unhappy 	-87.919906	42.882091	2014-09-28	2577
i don't know why but phone thinks that sometimes when i'm spelling something that it should capitalize a letter in the middle of a sentence.	sadness	 embarrassed helpless ashamed hopeless unhappy 	-76.0227	43.064154	2014-09-17	2578
i don't know why i check my phone in the morning no one talk to me anyways haha	sadness	 ignored unloved useless alone hopeless 	-83.141271	41.352375	2014-09-25	2579
i don't know why i thought my tablet would be better then my phone on twitter -_-	sadness	 regret useless embarrassed unwanted ashamed hopeless helpless 	-107.786523	39.554075	2014-09-13	2580
i don't like how ios 8 only shows your recent photos instead of your full camera roll .. 😑	sadness	 ignored grief unhappy unloved embarrassed regret ashamed 	-76.694738	39.050754	2014-09-19	2581
i don't like when he's tooooo busy to even talk on the phone😢💔 @j_ramsar	sadness	 ignored unwanted regret neglected unloved 	-97.338082	37.701208	2014-09-19	2582
i don't mean to ring anyone i keep forgetting to lock my phone	sadness	 unwanted devastated betrayed embarrassed challenged 	-8.479729	51.887949	2014-09-09	2583
i don't miss you but i do miss falling asleep while on the phone with you.	sadness	 unloved broken alone lonely ashamed conflicted hopeless 	-122.183215	47.413365	2014-09-15	2584
i don't play that blowing up your phone game nigga you don't answer. the first time it's a wrap	sadness	 useless unloved betrayed embarrassed devastated 	-81.529414	41.422021	2014-09-17	2585
i don't remember coming in my front door?? but i'm on my laptop? ? i want a milkshake	sadness	 miserable hopeless devastated conflicted broken 	-76.934821	38.992626	2014-09-27	2586
"i don't save numbers in my phone unless you're family, friends go ghost these days so what's the point of having your number in my phone?"	sadness	 useless hopeless devastated unloved awful 	-157.963839	21.394856	2014-09-06	2587
i don't see the point of making me take a computer class ole miss	sadness	 unloved hopeless conflicted useless awful 	-89.536593	34.366371	2014-09-15	2588
i don't text people first cuz nobody on my phone knows how to hold or have a conversation	sadness	 unwanted helpless embarrassed ignored unloved hopeless 	-75.682418	38.208677	2014-09-22	2589
i don't think anything frustrates me more than my computer refusing to cooperate	anger	 bummed anger furious irritated angry 	-79.048772	35.909787	2014-09-15	2590
i don't think i minute has passed in my life where i'm not on the phone with cain	sadness	 hopeless devastated overwhelmed ashamed undecided 	-97.262797	32.938467	2014-10-01	2591
i don't think i've ever been at the big å with full battery on my phone. smh #alwaysdies	disgust	 rough terrible boredom regret hungover horrible useless devastated ashamed embarrassed 	-117.925657	33.828935	2014-09-17	2592
i don't think my roommate understands how angry i get when i'm woken up 😟 like what are you doing in your laptop at 5:30 am????	anger	 grumpy irritated offended rage angry 	-70.999428	41.62964	2014-09-23	2593
i don't understand how mum doesn't understand how to use her phone 😒	sadness	 hopeless unappreciated ignored unloved ashamed 	-0.532277	52.393063	2014-09-19	2594
i don't understand why my computer waits until i use it to update... it sits there all day doing nothing. fucking do it then!!	anger	 irritated frustrated grumpy aggravated pissedoff 	-81.510894	41.077805	2014-09-11	2595
i don't understand why my macbook is getting all of my texts and not my phone? wtf lol	anger	 irritated aggravated pissedoff frustrated mad angry grumpy 	-122.446807	37.65016	2014-09-18	2596
i don't want a new iphone i need a new phone because of this damn glitching.	anger	 furious aggravated irritated pissedoff angry 	-118.126432	34.599868	2014-09-19	2597
i don't want this shitty fucking u2 album on my phone. fuck off apple.	anger	 aggravated rage pissedoff mad anger angry 	-74.200773	39.835463	2014-09-10	2598
i don't want to chance downloading ios8 because my phone probably won't come back on 😒	sadness	 unwanted devastated broken miserable unloved 	-81.686402	36.213562	2014-09-17	2599
i don't want to panic but i think i left my phone in the bathroom and my flight has boarded.	sadness	 helpless embarrassed trapped miserable broken 	-79.619415	43.68398	2014-09-29	2600
i don't want to update to ios 8 cause then my phone won't be jailbroken💆💭	sadness	 ignored unhappy challenged devastated broken unwanted unloved 	-118.178062	34.687601	2014-09-17	2601
i don't want you to have a touch screen phone because of snapchat. :(	sadness	 crappy broken devastated ashamed upset embarrassed 	-84.877868	40.353442	2014-09-03	2602
i dont even care that my phone is disconnected . less problems to deal with 💯	sadness	 unhappy ignored upset useless broken 	-72.620747	42.215836	2014-09-24	2603
i dont know and i still wonder why you stil lturned off your phone . 😭	sadness	 betrayed ashamed useless broken undecided upset discouraged 	103.083087	3.055806	2014-09-19	2604
i dont know and i still wonder why you still turned off your phone .😭	sadness	 betrayed trapped useless broken undecided ashamed 	103.082791	3.055711	2014-09-19	2605
i dont know how many times i have to charge my phone per day.	sadness	 undecided upset broken overwhelmed hopeless 	103.872341	1.313489	2014-09-05	2606
i dont like  having to say good night babe !! can't we just talk on the phone all night?	sadness	 alone lonely upset miserable nostalgic 	-115.246664	36.159928	2014-09-07	2607
i dont like the feeling when my phone rang..i though it was you but its not you👿	sadness	 conflicted alone unloved lonely upset broken 	101.610913	3.13435	2014-09-13	2608
i dont need a boyfriend i have:  - wifi - food - bed - laptop - twitter - phone - netflix - icecream	sadness	 hopeless conflicted broken helpless upset 	8.695019	56.956557	2014-09-03	2609
i dont understand how mfs be spelling shit wrong .. your phone has auto correct so use it	sadness	 unhappy hopeless awful useless broken 	-73.245642	40.726376	2014-09-10	2610
i dont understand why is my phone batt is decreasing while charging the hell is wrong  with it	anger	 furious frustrated irritated angry pissedoff 	103.749339	1.359785	2014-09-22	2611
i dont want this u2 bull crap on my phone i cant play shuffle peacefully now	anger	 furious irritated angry aggravated pissedoff frustrated 	-80.342391	26.003094	2014-09-12	2612
i don’t go thru ppls pictures on their phone cause i wasn’t raised in the jungle	sadness	 invisible regret sadness embarrassed ashamed guilty 	-2.071873	53.536567	2014-09-09	2613
i doubt apple inc. will make a waterproof phone anytime soon. that's not their chess move at the moment.	trust	 optimism optimistic acceptance trust empowered 	-82.321518	27.946623	2014-09-09	2614
i dropped my phone off a car roof on saturday😑 it's okay tho👌	joy	 productive relieved lucky cool accomplished spoiled 	-74.928775	40.081218	2014-09-15	2615
i dropped my phone today w.o. so o was determined to find it.	sadness	 sadness unhappy blue broke miserable 	-87.841612	42.634108	2014-09-26	2616
i dropped my phone two inches from the floor and my whole screen is cracked im pissed	sadness	 devastated embarrassed broken helpless miserable 	-75.262	40.668683	2014-10-01	2617
i enjoy my computer class actually. everyone thinks i'm smart in there cus i learned all of what we're learning back in high school.	joy	 productive relieved satisfied fantastic accomplished 	-87.674441	41.877252	2014-09-15	2618
i enjoyed talking to my #daughter @goldbeauty___ on the phone last night :)	joy	 fabulous fantastic special loved butterflies 	-119.821796	36.764198	2014-09-08	2619
"i expect too much from my phone, notification wise, when i leave it for awhile"	sadness	 conflicted overwhelmed undecided regret broke 	-84.910434	38.035572	2014-09-06	2620
i feel bad for amanda idk why she gets my tweets sent to her phone 😂😂😂	sadness	 unloved ignored neglected conflicted betrayed 	-73.061572	40.786158	2014-09-03	2621
i feel like i should tweet all the pics of mikey off my phone 😂	sadness	 regret unloved conflicted ashamed embarrassed 	-71.1303	42.669559	2014-09-10	2622
i feel like i'm fucking dying yet my mom never answers her fucking phone 😠	sadness	 neglected unwanted unloved miserable ignored 	-88.775399	41.936737	2014-09-22	2623
i feel like i'm rolling watching skrillex live at tomorrow world on my computer	sadness	 neglected helpless trapped unwanted conflicted 	-74.07453	40.602191	2014-09-28	2624
i feel like keeping this persons number in my phone has held me back.	sadness	 unloved ignored nostalgic upset broken devastated 	-119.793956	39.558664	2014-09-06	2625
i feel like my friends forget the concept of a phone sometimes	sadness	 ignored nostalgic invisible hopeless conflicted overwhelmed regret 	-97.582423	27.962291	2014-09-20	2626
i feel like people would judge me too much if i watch grey's anatomy on my phone at the gym.	sadness	 ashamed conflicted undecided hopeless sadness 	-96.216949	38.412591	2014-09-12	2627
i feel like this weekend should be one that i just turn my phone off & have fun	disgust	 rough meh terrible blah hungover 	-96.034347	41.164988	2014-09-10	2628
i feel like when the iphone 6 comes out my phone gone shut off forever 😂😂	anger	 anger fedup angry aggravated irritated 	-87.540611	37.963533	2014-09-17	2629
i feel so bad for whoever left their phone in top of their car in the dirt parking lot	disgust	 terrible horrible awful gross disgusted 	-112.130241	33.515301	2014-09-01	2630
"i feel so bad, haven't touched my camera in forever 😔 i bet she feels lonely ..."	sadness	 miserable unhappy hopeless alone regret depressed broken 	-121.817908	37.312251	2014-09-06	2631
i feel so isolated rn  i at least wanna talk to someone on the phone	sadness	 alone lonely embarrassed hopeless unhappy helpless conflicted 	-73.773664	40.727407	2014-09-20	2632
i feel sorry for whoever is calling me right now. the phone is downstairs. i plan to stay upstairs all day.	anger	 grumpy ill pissedoff irritated bummed 	-96.627198	32.82755	2014-09-28	2633
i fell asleep and left my phone on loud and now i'm wide awake 😰😴	anger	 grumpy irritated angry pissedoff mad 	-0.280948	52.535654	2014-09-18	2634
"i fell asleep sitting down with my laptop on my lap and my sister thought i was dead for a brief moment. nope, just sick and exhausted. 😷💀"	sadness	 betrayed helpless broken miserable devastated 	-118.548445	34.235864	2014-09-17	2635
"i finally got a new phone so my numbers back to being 479-9752, just so ya know"	joy	 satisfied relieved spoiled delighted accomplished joy 	-111.178332	45.780976	2014-09-19	2636
i finally got a phone call from my hubby! made my whole week!	joy	 accomplished satisfied relieved productive refreshed loved 	-71.364875	42.835634	2014-09-06	2637
i finally have an upgrade in october thank god i'm ready to get rid of my cracked poor excuse of a phone :))))	joy	 relieved refreshed delighted optimism ecstatic satisfied joy 	-84.094751	34.239663	2014-09-15	2638
"i find it funny how my parents think i can live without my phone, im not one of those girls that freak out if i didn't have a phone"	sadness	 unloved helpless invisible ashamed miserable 	-117.72513	34.063257	2014-09-22	2639
i find so many random phone numbers in my phone after a long night with the most ambiguous names ever 😂	joy	 peaceful productive relieved satisfied relaxed 	-80.039425	26.768275	2014-10-01	2640
i forget i got shawn twitter on my phone 😒 all his stuff popping up..	sadness	 ignored embarrassed trapped betrayed hopeless ashamed 	-80.05563	32.967898	2014-09-17	2641
i forget my hair is fuckin purple so every time i go to snapchat & it's on front camera i just wanna shed a tear 😩😢	sadness	 embarrassed down conflicted unhappy regret 	-71.304786	42.627909	2014-09-03	2642
i forgot i didn't ditch & i was tripping when my dad picked up the phone haha	sadness	 unloved neglected embarrassed invisible regret 	-117.991699	33.711384	2014-09-24	2643
i forgot to ask. is it weird sitting on a plane taking selfies of u & ur bird for 2 hrs on your laptop? because i sat next to that yesterday	sadness	 unloved ashamed sadness miserable embarrassed 	2.073056	41.301087	2014-09-07	2644
i forgot to charge my phone last night. i'm a failure at life	sadness	 devastated embarrassed ashamed neglected undecided regret 	-81.416473	41.02579	2014-09-18	2645
"i forgot to charge my phone like an idiot, i knew i forgot to do something"	sadness	 incomplete ignored devastated embarrassed useless 	-87.790348	41.872218	2014-09-24	2646
i forgot to pay my phone yesterday 😩 so i'm on wifi today lol ✌️	sadness	 trapped neglected useless devastated broke 	-116.960762	32.809984	2014-09-12	2647
i forgot to plug my phone in last night and it's at 9% ok cool	sadness	 neglected devastated embarrassed trapped unloved 	-95.542909	30.352054	2014-09-05	2648
i forgot to put my phone on the charger last night now it's ready die in school. 😔	sadness	 trapped neglected nostalgic devastated sadness 	-76.062667	38.563951	2014-09-09	2649
i forgot to put my phone on the charger last night so now i'm on 58😭	sadness	 embarrassed devastated sadness trapped ashamed neglected 	-82.888754	42.510643	2014-09-15	2650
i forgot where i put my phone but then i realized i left it in a plate in the fridge 🆗🆒	sadness	 hopeless regret helpless sadness embarrassed 	-95.64678	29.693748	2014-09-01	2651
i found my hamtaro game and i get to play it on my phone gba style😭😭😭🙏🙏🙏🙏🙏🙏	joy	 delighted accomplished lucky relieved productive 	-77.200799	39.128318	2014-09-01	2652
i found my phone now wheres my charge cant even on my phone cause its dead screw u so bad renoir	sadness	 depressed ignored devastated upset unhappy 	116.103112	5.933709	2014-09-10	2653
i fucking dare babe to call me a bitch when we on the phone i dare him @pinkxdolphinx	sadness	 ignored betrayed embarrassed unloved useless 	-99.428164	27.488635	2014-09-20	2654
i fucking hate alarms was close to smashing my phone up this morning😐	anger	 rage pissedoff irritated angry anger aggravated 	-4.477863	55.817664	2014-09-04	2655
i fucking hate little teenagers. who the fuck answers someone elses phone and talks shit? #sopathetic #immature #pinchespendejos	anger	 irritated pissed angry pissedoff annoyed rage fedup furious 	-97.338129	37.725052	2014-09-28	2656
i fucking hate my phone and i fucking hate my wifi connection	anger	 pissedoff angry aggravated rage pissed annoyed frustrated furious 	0.900817	51.906222	2014-09-20	2657
"i fucking hate this place, thinking they can take my phone at 9. hell no bitches, better back the fuck up."	anger	 rage furious irritated pissedoff pissed angry anger aggravated annoyed 	-97.340858	32.736271	2014-09-10	2658
i fucking hate when @risser_pisser12 doesn't answer her fucking phone 😤	anger	 furious irritated anger pissedoff angry aggravated 	-123.312759	43.386513	2014-09-03	2659
i fucking hate when my phone turn off in my fucking hands uhgg mmb 😲	anger	 pissedoff irritated rage angry aggravated pissed annoyed anger 	-81.747788	41.37901	2014-09-17	2660
i fucking hate when people are having side conversations on the phone	anger	 irritated annoyance angry pissedoff aggravated rage 	-75.062075	42.462656	2014-09-09	2661
i get christina ashanti and tyra's tweets to my phone #fam2k14 😂😂	sadness	 neglected unloved ignored trapped pained unwanted 	-90.454154	38.741783	2014-09-03	2662
i get fucking irritated when my mom doesn't answer the phone 😤	sadness	 neglected unloved ignored embarrassed helpless invisible 	-81.576323	41.512956	2014-09-09	2663
i get mad when my phone ring and its not who i wanna talk to 😂😂😤	anger	 irritated anger pissedoff pissed frustrated 	-88.128029	41.512819	2014-09-20	2664
i get my new phone today! iphone 4s yasssssss! 👏🙌👏🙌 @dmaxlly05 i love you babe	joy	 spoiled inlove joy satisfied lucky welcome 	-78.02324	34.512547	2014-09-04	2665
i get startled when my phone rings cause no one ever calls me	sadness	 unloved neglected lonely useless ignored 	-115.241435	36.207632	2014-09-19	2666
i go through photos on my phone sometimes and think “i wish it was this day again” and it sucks :(	sadness	 miserable helpless sadness unwanted regret depressed 	121.00213	14.595206	2014-09-15	2667
i go to college and my phone turns into a dessert🌵its real live no point in me havin a phone	sadness	 hopeless embarrassed broken upset conflicted unloved 	-80.480655	35.674766	2014-09-22	2668
i got a phone call from my mom crying to me hoping i don't go to war	sadness	 devastated embarrassed upset overwhelmed unloved broke sadness 	-122.503065	47.145371	2014-09-15	2669
i got it! maybe i'll buy a mattress and just enough computer parts for cpu upgrade and then buy the rest of the computer next month!	joy	 optimistic relieved optimism productive spoiled determined 	-91.668304	41.97704	2014-09-10	2670
i got my computer back from asus and it looks brand new! yay.	joy	 relieved accomplished satisfied lucky delighted relaxed productive joy 	-122.982474	44.922292	2014-09-08	2671
i got my new phone case bottle opener/lighter it's live #partyready 😉😏 @everyone4pot	joy	 delighted satisfied spoiled privileged fantastic relieved 	-95.256044	29.419208	2014-09-18	2672
i got my phone case and tempered privacy glass in the mail im in love 😍	joy	 fabulous satisfied inlove butterflies spoiled 	-98.115483	32.817147	2014-09-04	2673
i got one paragraph left and i just won't put my phone down... i need to be popped	sadness	 hopeless broken devastated ignored broke 	-75.441895	39.876274	2014-10-01	2674
i got outta class at 5:50 & still haven't started on my hw that's been sitting on my computer since.. thanks twitter !!	joy	 productive accomplished relaxed refreshed satisfied 	-79.202016	34.686875	2014-09-03	2675
i got some models that you see up in the movies and they wanna make a flick for the camera 🎬	sadness	 nostalgic embarrassed conflicted regret hopeless 	-87.011641	41.633066	2014-09-27	2676
i gota pay my phone bill...either that or put something up for my phone bill	sadness	 broke useless neglected undecided trapped 	-81.25513	35.595109	2014-09-11	2677
i gotta order my laptop charger tomorrow like for real for real and put it in the shop. i can't be missing any spurs games this season	sadness	 devastated useless broke helpless hopeless 	-83.274184	30.825682	2014-10-01	2678
i gotta turn off my phone because i won't do my homework and just keep checking my phone -.-	anger	 irritated pissedoff frustrated pissed rage anger annoyed 	-82.669326	28.292274	2014-10-01	2679
i guess everyone wants to play phone tag today lol 📱📲📱📲📱📲📱📲📱	sadness	 ignored undecided neglected conflicted down lonely alone 	-84.505212	38.035624	2014-09-30	2680
i haaaaaate that when you go to someones profile on your phone it shows like 1/24th of their tweets omg	sadness	 betrayed unloved ashamed embarrassed guilty 	-107.233101	41.799667	2014-09-22	2681
i haaaave to jailbreak my phone back. i need my unlimited skips back	sadness	 broke miserable upset useless unloved undecided 	-84.496985	42.731237	2014-09-05	2682
i had 4 hours sleep last night dumb worker person calls my phone at 10am	anger	 aggravated irritated pissedoff angry mad grumpy 	-79.503168	44.038778	2014-09-24	2683
i had 9 hours of sleep! my phone charged for 9 hours! today is going to be a beautiful day!	joy	 ecstatic productive refreshed relieved satisfied fabulous delighted 	-63.042074	18.037428	2014-09-11	2684
"i had a dream i talked on the phone with @pathhyena, whom i've never met or even talked to. xd"	sadness	 sadness depressed embarrassed nostalgic ashamed 	-80.346558	36.159264	2014-09-28	2685
"i had my phone in my hand and errthang just mumbling about nothing at all so i come to reality and look at my phone, not nea person on there"	sadness	 ashamed overwhelmed ignored conflicted devastated 	-76.350742	36.781402	2014-09-22	2686
i had the worst nightmare that i cracked my phone again.... that better not happen 😱	sadness	 miserable awful embarrassed broken ignored 	-82.928517	38.33932	2014-09-03	2687
i had this fucking phone for 2 months and the fucking battery already isn't holding a charge😕	anger	 aggravated pissedoff irritated angry rage fedup 	-118.344176	34.078144	2014-09-20	2688
i hate a nigga that hit my phone asking to chill before asking how my fucking day was.	anger	 aggravated irritated pissedoff mad furious 	-74.483529	40.512584	2014-09-06	2689
i hate being on the phone w someone and they keep talking to people in the background	anger	 irritated pissedoff grumpy fedup annoyed frustrated anger 	-105.512166	40.369856	2014-09-27	2690
i hate being quite. i hate not having my laptop. i hate being hungry. i hate whispering. i hate people. i hate life.	anger	 angry irritated pissedoff grumpy frustrated fedup 	-75.527255	39.163066	2014-09-29	2691
i hate hanging out with people and they always in there phone	sadness	 unwanted betrayed upset invisible embarrassed 	-83.113249	42.418608	2014-09-29	2692
